institution_code,institution_name
3920,Escuela San Ricael
3921,Escuela Las Hormigas
1061,Escuela Tilama
1062,Esc.Pdte.Federico Errazuriz Echaurren
1064,Escuela Basica El Quelon
1065,Escuela Basica El Manzano
1066,Escuela Particular Divina Providencia
1068,Escuela Particular Culimo
1069,Escuela Particular Mina Las Vacas
1071,Escuela Particular El Romero
1072,Escuela Particular Infiernillo
1076,Escuela Particular Maimalican
1077,Escuela Basica Hector Jorquera Valencia
1078,Escuela Basica Juan Antonio Rios
1082,Esc.Basica Mercedes Marin Del Solar
1083,Escuela Basica Carquindano
1084,Escuela Basica Jaboneria
3922,Escuela Mata Redonda
3924,Escuela Vergara
3926,Escuela San Jose Sur
3927,Escuela Chamizal
3930,Escuela Huemul
3932,Escuela Maipo
3934,Escuela San Isidro
3935,Escuela De San Vicente Alto
3937,Escuela Balsa Zapallar
3938,Escuela Básica Adultos Yungay
3940,Liceo De Yungay
3941,Liceo Campanario
3944,Escuela El Avellano
3945,Escuela Los Puquios
3948,Escuela San Miguel De Itata
3949,Escuela El Roble
3952,Escuela Santa Irma
3955,Escuela Basica Ranchillos
3957,Escuela Los Mayos
3958,Escuela Los Laureles
3959,Escuela Pallahuala
3960,Colegio Divina Pastora
3961,Liceo Polivalente Tomás Arnaldo Herrera Vega
3962,Escuela Basica El Cipres
3964,Escuela Jose Francisco Zapata Dominguez
3965,Escuela Basica Santa Julia
3966,Escuela Villa San Pedro
3967,Escuela Basica General Cruz
3968,Escuela Basica Monte El Leon
3970,Escuela Basica Canelillo
3971,Escuela José René Salgado
3972,Escuela Arturo Matte Alessandri
3974,Escuela Basica Valle Hermoso
3975,Escuela Basica Salto De Danicalqui
3976,Liceo Manuel Bulnes
3977,Liceo Bicentenario Santa Cruz De Larqui
3978,Escuela Celia Urrutia Prieto
3979,Liceo Polivalente Adultos De Itata
3980,Escuela Basica Pueblo Seco Santa Clara
3981,Escuela El Palpal De Santa Clara
3982,Escuela Batalla Del Roble
3983,Escuela Evarista Ogalde Ortega
3984,Escuela Canta Rana
3988,Escuela Las Carmelitas
3991,Escuela Colton Quillay
3992,Escuela Milahue
3994,Escuela Los Estanques
3995,Escuela Los Tilos José Andrades Vásquez
3997,Escuela El Caracol
3998,Liceo Polivalente Luis Cruz Martinez
3999,Escuela Basica Heroes Del Itata
4000,Escuela Básica Amanda Chávez Navarrete
4001,Escuela Pedro Enrique Torres Sabelle
4002,Escuela Basica El Casino
4003,Escuela Basica Huacamala
4005,Escuela Básica Puerto Los Frutales De Coyanco
4006,Escuela Basica Liucura Bajo
4016,Escuela Basica Paso El Roble
4017,Escuela Basica Manuel Baquedano Gonzalez
1182,Escuela Basica G-47
1183,Liceo De Zapallar
1184,Escuela Basica Mercedes Maturana Gallardo
1185,Escuela Balneario Cachagua
1189,Escuela Basica Aurelio Duran Almendro
1239,Escuela Hermano Fernando De La Fuente
1190,Colegio Parroquial Francisco Didier
4019,Escuela Básica Laguna Avendaño
4022,Escuela Quinel
4025,Liceo Bicentenario De Excelencia Polivalente Virginio Arias
4026,Escuela Basica Nueva Aldea
4027,Escuela Basica Vegas De Concha
4029,Escuela Basica San Ignacio De Palomares
4030,Escuela Basica Blanca Rosa Guzman Reyes
2167,Instituto Sewell
4032,Liceo Nibaldo Sepulveda Fernandez
4034,Escuela Lomas De Chudal
4037,Escuela Membrillar
4039,Escuela San Francisco De Asis
4040,Escuela Cucha Urrejola
4043,Colegio Nuestra Señora Del Carmen
4048,Escuela Villa Jesus De Coelemu
4049,Liceo Bicentenario De Excelencia Domingo Ortíz De Rozas
4050,Escuela Maria Teresa Marchant Contreras
4051,Escuela Clementina Maureira Almanza
4052,Escuela Guarilihue Alto
4054,Escuela Magdalena
4059,Escuela Felipe Cubillos Sigal
4061,Escuela Basica America
4062,Escuela Vegas De Itata
4063,Escuela Basica Valle Los Castanos
4064,Escuela Meipo
4067,Escuela Santa Filomena
8690,Escuela Particular Amor De Dios
4068,Escuela Buena Fe De Tubul
4070,Escuela Basica Maitenco
4071,Escuela Básica Valle Lonquén
4073,Escuela Basica Monte Olimpo
4074,Escuela Basica Tauco
4075,Escuela Cerro Alto
4076,Escuela Basica Minas De Leuque
4077,Escuela Basica Villa Denecan
4079,Escuela Basica Mataco
4081,Escuela Basica Antiquereo
4084,Liceo Polivalente Diego Missene Burgos
4085,Escuela Basica El Tollo
4087,Escuela Basica Buchupureo
4088,Escuela Basica La Antena
4089,Escuela Basica La Achira
4090,Escuela Basica Colmuyao
4091,Escuela Basica El Avellanal
4093,Escuela Basica Los Nedanos
4094,Escuela Basica Taucu
4095,Escuela Básica Montaña De Copihues G 54-A
4096,Escuela Basica Quile
4097,Escuela Basica Los Corrales
4100,Escuela Basica Mela
4101,Escuela Basica Pullay
4102,Liceo Polivalente Carlos Montane Castro
4103,Escuela Grumete Cortes
4104,Escuela Nueva America
4106,Escuela Basica Horizonte
4297,Escuela Las Obras
4107,Escuela Basica Santa Carolina
4110,Escuela Basica Cajon El Manzano
4112,Escuela Basica Santa Elena
4115,Escuela Basica Santa Efigenia
4116,Escuela Basica El Concuyo
4118,Escuela Basica Alto De Piedra
4120,Escuela Basica Los Remates
1237,Escuela Básica Padre Humberto Muñoz R.
1238,Escuela Inclusiva San Lorenzo
4124,Liceo Bicentenario De Excelencia Arturo Prat Chacon
4125,Escuela Rosario Chacon Barrios
4130,Escuela Basica El Rincon
4131,Escuela Doctor David Benavente Sepúlveda
4133,Escuela Alipia Acevedo
4134,Escuela Basica Talhuan
4139,Escuela Particular Adventista Quirao
15809,Olivar College
4140,Liceo Bicentenario De Excelencia Polivalente San Nicolás
4141,Liceo Bicentenario De Excelencia Técnico Puente Ñuble
4146,Escuela Basica La Loma
4148,Escuela Basica Pena Santa Rosa
4150,Escuela Basica Piedra Lisa
4154,Escuela Basica Lajuelas
4166,Liceo Tecnico Bicentenario Juanita Fernandez Solar
4168,Escuela General Bernardo O Higgins
4171,Escuela Colonia Arabe
4172,Escuela General Jose De San Martin
4173,Escuela Blanco Encalada
4174,Escuela Hogar Nieves Vasquez Palacios
4175,Escuela Thomas Jefferson
4176,Escuela Jose Manso De Velasco
4177,Escuela Clara Rebolledo De Godoy
4179,Escuela Pedro Ruiz Aldea
4180,Escuela Arturo Alessandri Palma
4181,Escuela Basica Republica De Israel
4183,Escuela Basica 21 De Mayo
4185,Escuela Isla De Laja
4187,Escuela Básica Esperanza
4188,Escuela Republica De Grecia
4189,Escuela Basica 11 De Septiembre
4190,Liceo Santa Fe
4191,Escuela Basica Santa Clara De Chacayal
4193,Escuela Basica Los Molinos
4194,Escuela Basica La Quebrada
4195,Liceo Agroindustrial Llano Blanco
4197,Escuela Coronel Guillermo Marin Carmona
4199,Escuela Basica La Aguada De Cuel
4200,Escuela Basica Virquenco
4201,Escuela Básica Hitilhue
4202,Escuela Basica Los Troncos
4204,Escuela Basica Millantu
4205,Escuela Diego Portales Palazuelos
4207,Escuela Básica La Rinconada Del Salto
4210,Escuela Basica Coyanco
4212,Escuela Basica Las Quintas
5654,Instituto Claret
5655,Liceo Comercial Temuco Bicentenario De Excelencia
5656,Liceo Politecnico Pueblo Nuevo
5658,Complejo Educacional Javiera Carrera
5659,Escuela Y Liceo Montessori
5661,Liceo Adventista De Temuco
5662,Liceo Espana De Temuco
5663,Liceo Bicentenario De Excelencia  Padre Oscar Moser
4169,Escuela España
5664,Colegio Augusto Winter
1345,Escuela Las Vegas
9999999999995,9999999999995
1346,Escuela Jorge Prieto Letelier
1347,Liceo Menesiano Sagrado Corazon
1349,Colegio Salvador Gonzalez
1350,Esc.Particular Maria Letelier De Prieto
1352,Escuela Maria Teresa Del Canto
5666,Liceo Camilo Henriquez De Temuco
5668,Escuela Basica Vista Verde
8697,Colegio Oratorio Don Bosco
4221,Escuela Basica La Capilla
4228,Escuela Basica La Mancha
4231,Escuela Basica La Leyenda
4235,Escuela Basica El Amanecer De Duqueco
4239,Escuela Basica Haras El Laja
4241,Escuela Teniente Ignacio Serrano
4254,Escuela Puente Perales
4255,Escuela Basica El Nogal.
4258,Escuela Santa María De Los Ángeles
4259,Colegio San Nicolás
4260,Centro Educ. Y Capac. Laboral Cecap
4263,Colegio San Rafael Arcangel
4266,Colegio Los Angeles
4268,Escuela Particular Adventista Los Angeles
4269,Colegio Hispanoamericano
4270,Liceo Particular Carlos Condell
4271,Liceo Particular Santa Rita
4272,Escuela Particular Diego De Almagro
4275,Escuela Particular La Victoria
4277,Centro Educación Adventista Los Ángeles
4280,Escuela Particular San José
4281,Escuela Particular Rural Los Copihues
4285,Liceo Aleman Del Verbo Divino
4286,Colegio Aleman Los Angeles
4287,Liceo Agrícola Y Forestal El Huertón
4288,Liceo Bicentenario Politécnico Monte Águila
4289,Liceo Manuel Arístides Zañartu
4290,Escuela Charrua
4292,Escuela Salto El Laja
4294,Escuela Los Olmos
4295,Escuela Pillanco
4298,Escuela El Manzano
4299,Escuela El Paraiso
4554,Liceo Andalien
4300,Escuela Lomas De Angol
4302,Escuela Colicheu
4303,Escuela Los Caulles
4304,Escuela Los Leones
4305,Hacienda Monte Águila
4306,Escuela El Progreso
4307,Colegio San Jose
4308,Colegio Abel Inostroza Gutierrez
4309,Liceo De Huepil
4310,Liceo Andrés Alcázar De Tucapel
4311,Escuela Los Avellanos
4312,Escuela Alejandro Perez Urbano
4314,Escuela Las Hijuelas
4317,Escuela Los Aromos
4320,Escuela Las Astas
4321,Escuela Lomas De Tucapel
4323,Escuela La Colonia
4327,Escuela Volcan Antuco
4328,Escuela Basica Cerro Pilque
1404,Instituto Rafael Ariztia
1405,Colegio Ingles De Quillota
1409,Jardin Infantil Oso Yogui
1412,Colegio Robert And Rose
1414,Colegio Leonardo Da Vinci
4330,Escuela Olga Rios De Pinochet
4331,Liceo Bicentenario Francisco Bascunan Guerrero
4333,Liceo Isabel Riquelme
4334,Escuela Basica Villa Mercedes
4335,Escuela Basica Nuevo Amanecer
4337,Escuela Basica La Hoyada
4338,Escuela Basica Canicura
4339,Escuela Basica Centinela
4340,Escuela Profesora Albertina Sánchez Valenzuela
4341,Escuela Las Arenas
4342,Escuela Erminda Gomez De Polic.
4345,Escuela Basica Rio Pardo
4347,Escuela Blanca Estrella
4348,Escuela Basica El Esfuerzo
4349,Escuela Basica La Meseta
4350,Escuela Particular Las Aguilas
4351,Escuela Monseñor Orozimbo Fuenzalida
4352,Escuela Básica Enrique Bernstein Carabantes
4353,Liceo Cardenal Antonio Samore
4354,Escuela De Concentración Fronteriza Ralco Alto Biobío
4355,Escuela De Educación General Básica El Huachi
4356,Escuela Los Boldos
4357,Escuela Basica Villacura
4358,Escuela Mariano Puga Vega
4359,Escuela Basica Manil
4386,Escuela Particular Edgardo Solar Acuña
4387,Escuela Las Parcelas
4389,Escuela Particular Trapa Trapa
4391,Escuela El Castillo
4392,Liceo Bicentenario Valle Del Sol Quilaco
4393,Escuela Basica Rucalhue
4395,Escuela Basica Cerro El Padre
4396,Escuela Basica Campamento
4397,Escuela Basica Danicalqui
4398,Escuela Basica De Bellavista
4402,Escuela Basica Loncopangue
4403,Escuela De Adultos Rio Sur
4404,Liceo Miguel Ángel Cerda Leiva
4405,Escuela Blanco Encalada
4406,Escuela Basica Mulchen
4407,Escuela Ignacio Verdugo Cavada
4408,Liceo Crisol
4409,Escuela Sacerdote Alejandro Manera
4410,Escuela Basica Villa Las Penas
4412,Escuela Alhuelemu
4417,Escuela Basica San Luis De Malven
4419,Escuela Basica Bureo
4421,Escuela Basica Pilguen
4426,Escuela Basica El Parron
4432,Escuela Basica El Eden
4433,Escuela Basica Rapelco
4435,Escuela Basica Los Hinojos
4436,Escuela Basica Santa Adriana
4437,Escuela Basica Aurora De Enero
4441,Escuela Basica Casas De Pile
4443,Escuela San Bernardino De Sena
4445,Escuela Particular Subvencionado El Mirador Del Biobío
4446,Liceo Polivalente La Frontera
4447,Escuela Basica Rihue
4448,Escuela Basica Villa Coigue
4449,Escuela Basica Vaqueria
4451,Liceo Polivalente Municipal De Nacimiento
4452,Escuela El Saber
4453,Escuela Oscar Guerrero Quinsac
4454,Escuela Canada
4455,Escuela Toqui Lautaro
4456,Escuela Basica Dollinco
4459,Escuela San Ramon
4460,Escuela Los Patos
4462,Escuela Basica El Peral
4466,Escuela Víctor Manuel Beltrán Carrimán
4467,Escuela Santa Luisa
4469,Escuela Palmilla
4470,Escuela San Francisco De Millapoa
4471,Escuela Carrizal
4472,Escuela San Roque
4474,Escuela Millapoa Diuquin
4476,Escuela Los Guindos Alto
4478,Escuela Los Castanos
4479,Escuela Chequenal
4480,Escuela Particular El Carrizal
4481,Escuela Jose Abelardo Nunez
4482,Escuela Nivequeten
4483,Liceo Bicentenario Politecnico Heroes De La Concepción
4484,Escuela Basica La Colonia
4485,Escuela Francisco Pedro Zattera Guelfi
4486,Escuela Las Ciénagas
4488,Escuela Juan Luis Sanfuente
4491,Escuela Los Cerrillos
4493,Escuela Santiago Amengual Balbontin
4494,Escuela Rucahue
4495,Escuela Diego Jose Benavente Bustamante
4496,Colegio Particular San Mauricio
4497,Escuela Particular Alfa Y Omega
4499,Colegio San Jorge
4500,Liceo Isidora Aguirre Tupper
4501,Escuela Miguel Luis Amunategui
4502,Escuela Basica Turquia
4503,Escuela Basica Los Callejones
4505,Liceo Padre Luis Alberto Saldes Irarrazabal
4506,Escuela Héroes De Chile
4507,Liceo Técnico Profesional Gonzalo Guglielmi Montiel
4509,Liceo Municipal Rio Claro
4510,Escuela Municipal Cambrales
4512,Escuela Enrique Puffe Kind
4513,Escuela Padre Pedro Campos Menchaca
4514,Escuela Municipal Rere
4516,Escuela Municipal Las Nieves
4517,Escuela Municipal Canchillas
4527,Escuela Municipal Cerro Parra
4533,Liceo Técnico Femenino A-29 De Concepción
4534,Liceo Bicentenario de Excelencia Comercial Insuco
4535,Liceo Industrial De Concepcion
4536,Liceo Comercial Femenino De Concepcion
1579,Liceo Santa Teresa
9999999999996,9999999999996
1583,Colegio Jeanne Darc Valparaiso
1584,Colegio Nocturno Ruben Castro
4543,Escuela Especial Chile España
4544,Escuela Nuevo Horizontes
4546,Centro Integrado De Educación Especial
4550,Escuela Diferencial Pierre Mendes France
4558,Liceo De Adultos José Manuel Balmaceda Fernández
4566,Escuela Basica Republica Argentina
1585,Liceo Coeducacional La Igualdad
4626,Escuela Jose Miguel Carrera
4627,Colegio Particular Aurora De Chile
4628,Escuela Particular Presidente Gabriel González Videla
4629,Escuela Particular Pedro De Ona
4631,Colegio Particular Andrés Bello
4633,Colegio Particular Santa Ines
4635,Colegio Laguna Redonda
4636,Colegio Marcela Paz
4638,Unidad De Integración Del Limitado Visual
4639,Escuela Particular Santa Emilia
4641,Colegio Particular Alborada
4644,Colegio Particular Juan Bosco
4645,Colegio Particular El Libertador
4646,Colegio Santa Sabina
4647,Colegio Particular Alonso De Ercilla
1626,Jardin Infantil Cindy
1710,Centro De Educacion Integrada De Adultos
4655,Colegio Adventista De Concepcion
4656,Escuela Particular Instituto San Pedro
4658,Escuela Particular Manquimavida
4659,Colegio La Providencia
4660,Escuela Partticular Santa Catalina De Siena
4662,Colegio San Ignacio
4663,Colegio Maria Inmaculada
4664,Colegio Santa Eufrasia
4665,Colegio Edward
4666,Colegio Santa Luisa De Concepcion
4667,Colegio San Patricio
4670,Escuela Particular El Nazareno
4672,Liceo Técnico Profesional Jorge Sánchez Ugarte
4698,San Pedro Nolasco
4700,Liceo Bicentenario Industrial De La Construcción Hernán Valenzuela Leyton
4702,Liceo Bicentenario Almirante Pedro Espina Ritchie
4703,Liceo Industrial Juan Antonio Rios
4706,Liceo Técnico Profesional Pedro Del Río Zañartu
4650,Colegio Martín Luther
4630,Colegio Del Sagrado Corazón Concepción
4707,Liceo Comercial Profesor Sergio Moraga Arcil
4708,Liceo Polivalente Las Salinas
4711,Arturo Prat Chacon
4712,Liceo Santa Leonor
4713,Escuela Thomas Jefferson D 465
4714,Escuela Helen Keller Adams
4715,Liceo Simón Bolívar
4717,Liceo Técnico Profesional Lucila Godoy Alcayaga
4719,Escuela Republica Del Peru
4720,Escuela D N° 475
4722,Escuela Blanca Estela Prat Carvajal
4723,Escuela Mexico Estado De Guerrero
4724,Escuela Basica La Dama Blanca
4725,Escuela Villa Independencia
4726,Escuela Basica Las Higueras
4727,Colegio Huachipato
4728,Colegio Los Condores
4730,Escuela Alonkura
4731,Escuela Básica Cristóbal Colón
4732,Escuela Basica Cruz Del Sur
4733,Liceo Bicentenario Anita Serrano Sepulveda
4734,Escuela Basica Libertad
4736,Escuela Corneta Cabrales
4737,Colegio Basico Villa Acero
4740,C.E.I.A. Hualpencillo
4741,Escuela Diferencial Puerta Nueva
4774,Escuela Particular Enrique Molina Garmendia
4776,Colegio Particular Los Araucanos
4777,Escuela Particular Esmeralda
4778,Colegio Particular Talcahuano
4779,Colegio Adventista De Talcahuano Centro
4781,Escuela Basica Eliezer
4782,Centro Educación Evangélico De Hualpén
4790,Colegio Montaner De Hualpen
4791,Escuela Particular Diego Portales
4792,Colegio Santa Cecilia
4796,Arturo Prat Chacon
4798,Sagrados Corazones
4803,Escuela Diferencial Marta Stowhas Kargus
1780,Colegio Patmos
4806,Escuela Republica De Italia
4807,Escuela Isla De Pascua
4808,Escuela Penco
4809,Escuela Eduardo Cambell Saavedra
4810,Escuela Almirante Jorge Montt Álvarez
4811,Escuela Almirante Patricio Lynch
4812,Escuela La Greda
4813,Escuela Vipla
4814,Escuela Ethel Henck De Grant
4817,Escuela Basica Primer Agua Abajo
4820,Escuela Particular Queen Elizabeth School
4822,Colegio El Refugio
4818,Colegio Funny School
1783,Colegio Britanico St. Margaret`s S.A.
4824,Liceo Bicentenario De Excelencia Industrial De Tome
4825,Liceo Comercial De Tome
4827,Escuela Especial Tomé
4829,Liceo Vicente Alberto Palacios Valdes
4830,Liceo República Del Ecuador
4831,Escuela Basica Bellavista
4832,Escuela Basica Ignacio Serrano Montaner
4834,Escuela Basica Dichato
4835,Escuela Basica Arturo Prat
4836,Escuela Basica Republica De Panama
4837,Escuela Basica Rafael
4838,Escuela Basica Carlos Mahns Choupay
4839,Escuela Basica Cocholgue
4840,Escuela Patrimonial California
4841,Escuela Basica Cerro Estanque
4842,Escuela Mariano Egana
4843,Escuela Básica Lisa Enriqueta Peter Teubner
4844,Escuela Basica Menque
4845,Escuela Basica Punta De Parra
4848,Escuela Basica San Carlitos
4851,Escuela Basica Burca
4852,Escuela Basica Caleta Del Medio
4854,Escuela Basica San Francisco
4855,Escuela Basica Millahue
4858,Escuela Basica Coroney
4859,Escuela Basica Chupallar
4860,Escuela Basica Vegas De Coliumo
4861,Escuela Basica San Antonio
4865,Escuela Particular Margarita Naseau
4866,Colegio Doctor Guillermo Velasco Barros
4867,Escuela Basica Rafael Ampuero Villarroel
4874,Escuela Basica Granerillo
1931,King Edward School
1937,Colegio Coeducacional Part. Quilpue
1941,Colegio El Belloto
1949,Jardin Infantil Colibri
1958,Liceo Tecnologico Villa Alemana
4891,Escuela Basica Roa
4892,Escuela Basica Juan Chico
4894,Parvulario Rural Manderscheid
4896,Escuela Particular Unicornio
4897,Liceo San Juan Bautista De Hualqui
5166,Escuela Calebu
4868,Colegio Padre Luis Amigo
1934,Colegio Esperanza
4903,Escuela Basica Santa Filomena De Pichaco
4905,Escuela Quinquibueno
4910,Escuela Guillermo Barberi Massa
4911,Escuela De Chillancito
4912,Escuela Maqueuto
4921,Escuela Armando Jose Santos Ibanez Varga
4922,Escuela Alonso De Ercilla
4923,Escuela Particular Santa Cruz
4924,Escuela Particular Santo Domingo
4930,Escuelas Las Cachanas
4932,Escuela Poduco Alto
4933,Escuela Cabrera
4965,C.E.I.A San Luis De Potosi República De México
4969,Liceo Santa Doris
4971,Escuela Particular Santa Teresa
4973,Instituto Humanidades San Francisco De Asis
4974,Escuela Particular Getsemani
4975,Liceo Bicentenario De Excelencia Industrial Federico Schwager
4978,Centro Educación Integrada De Adultos Sergio Peralta Morales
4979,Escuela Diferencial María Ester Breve González
5204,Escuela Los Maquis
2163,Colegio Cuisenaire
5009,Colegio Particular Gabriela Mistral
5010,Escuela Metodista
5012,Colegio Particular San Pedro
5015,Escuela Particular San Marcos
5016,Colegio Particular Ignacio Carrera Pinto
5019,Escuela Genaro Rios Campos
5020,Colegio Anibal Esquivel Tapia
5022,Escuela Especial Juan Sandoval Carrasco
5023,Escuela Profesor Alamiro Gallegos Muñoz
5024,Liceo Bicentenario Isidora Ramos De Gajardo
5025,Escuela Profesora Rebeca Castro Araneda
5028,Escuela Boca Lebu
5029,Domingo Faustino Sarmiento
5031,Escuela Dr.Arnoldo Ebensperger Richter
5032,Escuela Jose Joaquin Perez
5033,Escuela Arturo Ebensperger Richter
5034,Escuela La Fortuna
5035,Escuela Armando Arancibia Olivos
5036,Escuela Ruca Raqui
5038,Escuela Pehuen
5039,Escuela Guillermo Rodriguez Riobio
5040,Escuela Villarrica
5054,Escuela Basica San Pedro De Laraquete
5055,Escuela Valle Ramadillas
5056,Escuela Basica Carlos Saez Saez
5057,Liceo Técnico Pesquero Filidor Gaete Monsálvez
5059,Escuela Hugo Cabrera Aguirre
5060,Escuela Armando Wiesse Fuente-Alba
5062,Escuela Lomas De Anguillas
5064,Escuela Fermin Ibarra Fritz
5065,Escuela Quilantral
5066,Escuela Basica Paso Los Temos
5067,Escuela Mar Los Pinos
5068,Escuela Duidico
5069,Escuela Basica Alto Yani
5070,Escuela Basica Valle Verde
5072,Escuela Valle Arauco
5073,Escuela Basica Brisas Del Mar
5074,Escuela Basica Cesar Monsalve Flores
2150,Instituto Sagrado Corazon
2151,Colegio Particular Santa Maria
2155,Colegio Particular Whipple School
2143,Escuela Municipal Hermanos Carrera
2145,Escuela Municipal Marta Brunet
2146,Colegio Manuel Rojas
2147,Escuela Municipal J.M. Balmaceda
2160,Escuela Particular Julio Valenzuela
2162,Colegio Particular Adventista
2164,Colegio Particular Gabriela Mistral
2165,Colegio Niño Jesus De Praga
2166,Instituto Regional De Educacion
5078,Escuela Cerro Colorado
5080,Escuela Basica Pemerehue
5081,Escuela Alto Raqui
5082,Liceo San Francisco De Asis
5083,Colegio Arauco
5084,Liceo Polivalente Mariano Latorre
5085,Escuela Ramiro Roa Gonzalez
5086,Escuela Cuatro De Octubre
5087,Escuela Colico Sur
5088,Escuela Pablo Neruda
5090,Escuela Buena Esperanza
5091,Escuela Gabriela Mistral
5093,Escuela Independencia
5094,Escuela Santa Teresa De Los Andes
5095,Escuela Los Cruceros
5115,Escuela Trongol Bajo
5116,Escuela Jose M.Campos Menchaca
5117,Escuela Los Gualles
5119,Escuela Las Dunas
5120,Escuela Independencia
5121,Escuela Jose Ulloa Fierro
5122,Liceo Cristo Redentor
5123,Escuela Basica Cacique Francisco Melin
5126,Liceo Humanista Científico José De La Cruz Miranda Correa
5127,Escuela Leoncio Araneda Figueroa
5128,Escuela Arturo Prat Chacon
5129,Escuela Basica Rene Andrades Toledo
5130,Escuela Basica Rubi Nelson Silva Salas
5131,Liceo Homero Vigueras
5132,Escuela Ricardo Coloma Diaz
5133,Escuela Basica Lloncao
5134,Escuela Basica La Granja
5135,Escuela Basica Paicavi
5140,Escuela Basica Federico Gana
5143,Escuela Basica Salto Del Huillinco
5145,Escuela Basica Garcia Hurtado De Mendoza
5146,Escuela Basica Onofre Correa Pascal
5147,Escuela Basica Tres Sauces
5150,Liceo Gabriela Mistral
5151,Escuela Particular Luis Cruz Martinez
5152,Escuela Particular El Rio
5153,Colegio Instituto San Jose
5154,Escuela San Luis De Contulmo
5155,Liceo Polivalente Nahuelbuta
5157,Escuela Basica Galvarino
5158,Escuela Basica Juan Aguilera Jerez
5159,Escuela Huallepen Bajo
5160,Escuela Basica Irma Ramirez Sepulveda
5162,Escuela Huide
5163,Escuela Grano De Trigo
5167,Escuela Nahuelbuta Alto
5168,Escuela Villa Rivas
5169,Escuela Pichihuillinco
5170,Escuela Huillinco
5172,Escuela Basica Juan Lavin Alvear
5174,Escuela El Alamo
5175,Escuela Villa Elicura
5176,Escuela Mahuilque
5178,Escuela Basica Pedro Etchepare Borda
5180,Escuela Particular Nueva Aurora
5181,Escuela Particular Huillinco Alto
5182,Escuela Particular Collico
5183,Escuela Particular Lleu-Lleu Bajo
5186,Escuela Particular Villa Hermosa
5188,Escuela Particular Buchoco
5189,Escuela Particular Licauquen
5192,Escuela Ana Molina
5193,Escuela Hector Isaac Carrasco Heldt
5194,Escuela Eloisa Gonzalez
5195,Escuela Cerro Negro
5196,Escuela Primer Agua
5197,Escuela Casa De Piedra
5198,Escuela Alto Quilantahue
5200,Escuela Ultima Esperanza
5201,Escuela Puerto Pallaco
5202,Escuela Mapodungun
5203,Escuela Agua De Molino
5226,Escuela Diego Duble Urrutia
5227,Escuela José Elías Bolivar Herrera
5228,Escuela Villa Huequen
5229,Escuela Basica Aragon
5230,Escuela Especial Espana
5232,Escuela Basica Miguel Luis Amunategui
5233,Escuela Basica Juan M. Ferriere Caire
5248,Escuela Republica De Austria
5249,Esc. Basica Manuel Rodriguez
5250,Escuela Regimiento Husares
5258,Escuela Basica Chacaico
5264,Colegio San Francisco De Asis De Angol
5265,Colegio Adventista De Angol
5266,Colegio San Jose
5267,Escuela Agricola El Vergel
5270,Liceo Politecnico Domingo Sta Maria
5272,Escuela Basica Los Nogales
5273,Escuela Municip. La Nobel Gabriela
5274,Liceo Agricola Forestal Manzanares
5275,Esc. Basica Julio Montt Salamanca
5276,Escuela Basica Tolpan
5280,San Francisco De Asis - Renaico
5282,Complejo Educacional Collipulli
5283,Escuela Thomas Alba Edison
5284,Escuela Benjamin Franklin
5310,Escuela Basica Mapudanco
5314,Escuela Chiguaihue
5315,Colegio Partic. Wolfgang Amadeus Mozart
5830,Escuela De Lautaro
5322,Escuela Particular Sn.Juan De La America
5323,Liceo Bicentenario Polivalente Lonquimay
5324,Escuela Municipal Fronteriza
5326,Escuela Basica Malalmahuida
5327,Escuela De Liucura
5328,Escuela Basica Mitrauquen
5331,Escuela Basica Marimenuco
2271,Escuela Municipal Suecia
2335,Esc. Enrique Yanez Gonzalez
2336,Escuela El Libertador
2338,Esc.Juan Barros Roldan
2339,Escuela Municipal Zuniga
2343,Escuela Municipal Toquihua
2347,Esc.Parroco M.Bustamante
2348,Escuela Municipal Vina Tagua Tagua
2350,Escuela San Alberto De Idahue
2352,Escuela Las Pataguas
2355,Colegio El Salvador
2356,Colegio Santa Ines
2358,Jardin Infantil El Principito Valiente
2359,Escuela Larmahue
5332,Escuela Basica La Angostura
5333,Escuela De Icalma
5336,Escuela Basica Los Pinos
5337,Escuela De Sierra Nevada
5338,Esc. Basica Justo Schweitzer M.
5339,Escuela De Troyo
5340,Esc. Basica Leontina Vasquez Rivera
5341,Escuela Basica Domingo Camargo
5342,Escuela Particular Lonquimay
5343,Liceo Politecnico C-12 Curacautin
5344,Liceo Las Araucarias
5345,Escuela Luis Cruz Martinez
5346,Escuela Osvaldo Fuentes Barrera
5347,Escuela Patricio Chavez Soto
5348,Ramon Eduardo Ramirez Henriquez
5350,Escuela Especial Los Volcanes
5351,Colegio Manuel Bulnes Prieto
5353,Escuela Basica Republica De Mexico
5357,Escuela Los Prados
5358,Escuela Basica Collico
5360,Escuela Basica Lefuco
5362,Escuela Rio Blanco
5363,Escuela Basica Alejo Tascon
5364,Escuela Manchuria
5365,Escuela Jose Chanin Silhy
5371,Escuela De Santa Julia
5372,Escuela Particular Santa Elena
5373,Escuela Particular Santa Emma
5374,Liceo Alonso De Ercilla Y Zuñiga
5375,Escuela Basica Salvador Allende
5376,Escuela Basica San Ramon
5378,Escuela Basica Teodocio Urrutia
5379,Escuela Tricauco
5380,Ecuela Federico Raydet
5381,Esc. Asentamiento Pablo Neruda
5382,Escuela Millalevia
5385,Escuela Chacaimapu
