id,latitud,longitud,address_street,plocation_id,coordinates,campus_code,institution_code,imputed
13674,,,"",183,POINT (0 0),3471400001,34714,false
5501,-33.41606903076172,-70.53495788574219,Camino El Alba 9280,364,POINT (-70.53495788574219 -33.41606903076172),881500002,8815,false
5587,-33.413596,-70.51216,Avenida Francisco Bulnes Correa 3000,364,POINT (-70.51216 -33.413596),899100001,8991,false
18216,-33.50262638368147,-71.50206406243097,Camino Publico Quillaycillo,96,POINT (-71.50206406243097 -33.50262638368147),207600001,2076,false
5647,-33.472985,-70.538414,Calle Del Jardin 1565,373,POINT (-70.538414 -33.472985),909800001,9098,false
18249,-36.37861,-71.9986,Quinquehua S/N,178,POINT (-71.9996 -36.37961),376600002,3766,false
18283,-40.89531,-73.186075,"",293,POINT (-73.186075 -40.89531),2041000002,20410,false
18284,-33.4499918,-70.6373461,"",345,POINT (-70.6373461 -33.4499918),852300002,8523,false
18285,-33.444,-70.6755,"",345,POINT (-70.6755 -33.444),856100002,8561,false
18282,-20.27180464,-70.0997894,"",404,POINT (-70.0997894 -20.27180464),1272800002,12728,false
2510,-36.35872,-71.93378,"San Carlos, Ñuble, Chile",178,POINT (-71.93378 -36.35872),375400001,3754,false
7692,-33.051821,-71.40006256,Madrid 449,87,POINT (-71.40006256103516 -33.05139923095703),1423300002,14233,false
5718,-33.45922242,-70.57814658,Dublé Almeyda 4950,363,POINT (-70.57814658 -33.45922242),924600001,9246,false
5815,-33.50525362,-70.67470241,Boroa 6079,375,POINT (-70.67470241 -33.50525362),945800001,9458,false
11769,-29.88622,-71.2383,Alejandro Flores 3150,41,POINT (-71.2383 -29.88622),3121900001,31219,false
11770,-29.9274,-71.21202087,Avenida Las Parcelas 314,41,POINT (-71.21202087402344 -29.92740058898926),3121900002,31219,false
16277,-33.04599,-71.39834,Avda.valparaiso 2880,90,POINT (-71.39834 -33.04599),4025100001,40251,false
16278,-33.04541,-71.3986969,San Marino 1069,90,POINT (-71.39869689941406 -33.04541015625),4025100003,40251,false
16311,-33.60804,-71.61571,"Los Cerezos  3081  Barrancas, San Antonio. S/n",94,POINT (-71.61571 -33.60804),4029100001,40291,false
16312,-33.5863495,-71.61204529,Avenida 21 De Mayo 694,94,POINT (-71.61204528808594 -33.58634948730469),4029100002,40291,false
16318,-33.04382,-71.36266,Avenida Baquedano Peñablanca 1075,90,POINT (-71.36266 -33.04382),4029900001,40299,false
16319,-33.04362,-71.36125946,Baquedano 947,90,POINT (-71.36125946044922 -33.04362106323242),4029900002,40299,false
16336,-20.22066,-70.14631,Orella 941 941,9,POINT (-70.14631 -20.22066),4032000001,40320,false
16337,-20.21802,-70.14874268,Colegio Academia Tarapaca 1062,9,POINT (-70.14874267578125 -20.21801948547363),4032000002,40320,false
10778,-33.3645372320914,-70.50271411231476,Monseñor Escrivá De Balaguer Norte 14069,366,POINT (-70.50271411231476 -33.3645372320914),2539500002,25395,false
12702,-33.5759986,-71.6118719,Camilo Henríquez 230,94,POINT (-71.6118719 -33.5759986),3360600001,33606,false
13659,-36.4781301,-71.7028036,"N-301, San Carlos, Ñuble, Chile",178,POINT (-71.7028036 -36.4781301),3469800001,34698,false
7527,-29.92337,-71.24667,"Avenida Juan Cisternas 2275, La Serena",41,POINT (-71.24667 -29.92337),1338800001,13388,false
7638,-29.88575,-71.2306,La Cruz 1794 Villa El Parque Cia. Alta La Serena 1794,41,POINT (-71.2306 -29.88575),1357600001,13576,false
7691,-33.051402,-71.400021,Madrid 350,87,POINT (-71.400021 -33.051402),1423300001,14233,false
9193,-38.518341,-72.89107,"Sector Piuchen Alto, Camino Chol Chol Huamqui, Km! S/N",268,POINT (-72.89107 -38.518341),1991000001,19910,false
9308,-38.741012,-72.71395,G.Mackenna 080 (Entrega Corespondencia) S/N,248,POINT (-72.71395 -38.741012),2012200001,20122,false
9331,-38.2243,-72.32435,San Martin 115 - Bajo Traiguén 115,241,POINT (-72.32435 -38.2243),2016200001,20162,false
143,-22.345196,-69.666848,Temuco S/N,18,POINT (-69.666848 -22.345196),21000001,210,false
10086,-42.015058,-73.692197,Sector Rural Colonia Degañ S/N,305,POINT (-73.692197 -42.015058),2255600001,22556,false
10367,-33.501712,-70.7568276,Avenida Los Pajaritos 2803,352,POINT (-70.7568276 -33.501712),2462600001,24626,false
10569,-33.56407,-70.5536,Camino Vecinal 6180,389,POINT (-70.5536 -33.56407),2507100001,25071,false
10601,-33.477778,-70.735703,Alto Volta 510,352,POINT (-70.735703 -33.477778),2512900001,25129,false
10926,-33.35868,-70.73988,Lo Marcoleta 150,355,POINT (-70.73988 -33.35868),2559900001,25599,false
18157,-34.474223,-71.480087,"",130,POINT (-71.480087 -34.474223),262500002,2625,false
1865,-35.09006179,-71.1316319,Los Niches Las Piedras S/N,140,POINT (-71.1316319 -35.09006179),276300001,2763,false
1871,-35.09594,-71.08082,Chequenlemu C/N S/N,140,POINT (-71.08082 -35.09594),277100001,2771,false
2114,-35.59116,-72.27697,"Gral. Bueras 125, Empedrado, Maule, Chile",156,POINT (-72.27697 -35.59116),312800002,3128,false
2451,-36.613754,-72.088997,Ampliacion Puren Pasaje 11 Oriente 44,175,POINT (-72.088997 -36.613754),366000001,3660,false
258,-25.407547,-70.481778,Riquelme 837,26,POINT (-70.481778 -25.407547),37400001,374,false
2604,-36.916373,-71.803118,Camino Las Mulas Km. 25 S/N,184,POINT (-71.803118 -36.916373),391600001,3916,false
3034,-36.84317,-73.141118,Nueva Uno 560,214,POINT (-73.141118 -36.84317),461600001,4616,false
3035,-36.84121,-73.14466,"Rene Schneider, Michaihue 278",214,POINT (-73.14466 -36.84121),461600002,4616,false
3059,-36.83233,-73.11419,Las Violetas 1975 Huertos Familiares 1975,214,POINT (-73.11419 -36.83233),465600001,4656,false
3064,-36.82183,-73.06013,Cruz 250,213,POINT (-73.06013 -36.82183),466300001,4663,false
3072,-36.8061,-73.04563,Juan De Dios Rivera 1821,213,POINT (-73.04563 -36.8061),467200001,4672,false
3165,-36.613917,-72.956527,Sargento Aldea 1050,219,POINT (-72.956527 -36.613917),482500001,4825,false
3172,-36.54826,-72.93538,"Av. Daniel Vera 755, Dichato, Tomé, Bío Bío, Chile",219,POINT (-72.93538 -36.54826),483400002,4834,false
3184,-36.63712,-72.848,"Tomé, Bio Bio, Chile",219,POINT (-72.848 -36.63712),484800001,4848,false
3420,-37.953175,-73.405101,"Cañete, Bio Bio, Chile",230,POINT (-73.405101 -37.953175),515700001,5157,false
3713,-38.824188,-72.739829,Km.26 Maquehue S/N,250,POINT (-72.739829 -38.824188),564800001,5648,false
3727,-38.7588032114228,-72.5888184791,Pasaje Moser 56,250,POINT (-72.5888184791 -38.7588032114228),566300001,5663,false
3729,-38.732578,-72.622179,Avenida Andes 620,248,POINT (-72.622179 -38.732578),566600001,5666,false
3832,-38.61738,-72.49752,"Pumalal,4 Kilómetros Al Oeste Frente Acceso Sur Pillanlelbún. S/N",252,POINT (-72.49752 -38.61738),584900001,5849,false
4304,-38.552466,-72.711894,Camino Quinahue S/N,245,POINT (-72.711894 -38.552466),673600001,6736,false
4532,-40.299389,-73.074361,Manuel Ossa 329,285,POINT (-73.074361 -40.299389),718300001,7183,false
4559,-40.5550952,-72.7733574,Carimallin S/N,286,POINT (-72.7733574 -40.5550952),724300001,7243,false
4614,-40.5828028515524,-73.1589938767038,Juan De Dios Hernandez S/N,288,POINT (-73.1589938767038 -40.5828028515524),733700001,7337,false
4629,-40.54539746,-73.01600891,"Pelleco, Camino Remehue - Mulpulmo, Km 16 S/N",288,POINT (-73.01600891 -40.54539746),735600001,7356,false
4725,-40.8291605716301,-73.2927638861241,Los Castaños S/N,294,POINT (-73.2927638861241 -40.8291605716301),755900001,7559,false
5913,-33.55451,-70.62866,Sofia Eastman De Hunneus 10279,376,POINT (-70.62866 -33.55451),963700001,9637,false
4798,-41.528883,-73.122583,Escuela Trapen S/N,274,POINT (-73.122583 -41.528883),767500001,7675,false
4840,-41.348187,-72.787604,Colonia La Poza S/N,274,POINT (-72.787604 -41.348187),773200001,7732,false
4897,-41.875052,-73.167259,"Isla Mayelhue,Sector Tabon S/N",297,POINT (-73.167259 -41.875052),781100001,7811,false
4934,-41.51372,-73.51572,Huautrunes S/N,299,POINT (-73.51572 -41.51372),788100001,7881,false
4991,-41.12708,-73.05724,Carlos Richter 290,302,POINT (-73.05724 -41.12708),798900001,7989,false
5098,-42.425637,-73.534322,"Sector Los Palquis, Comuna De Curaco De Vélez S/N",308,POINT (-73.534322 -42.425637),816600001,8166,false
5235,-43.704925,-72.138877,"El Tranquilo, Palena S/N",318,POINT (-72.138877 -43.704925),834400001,8344,false
7693,-33.054082,-71.40023041,Picton 97,87,POINT (-71.40023040771484 -33.05411911010742),1423300003,14233,false
11829,-33.43392,-70.72776,Cardenal Raul Silva Henriquez 1185 2009,382,POINT (-70.72776 -33.41776),3128800001,31288,false
5648,-33.4556,-70.57441,Francisco Villagra 185,363,POINT (-70.57441 -33.4556),910000001,9100,false
5649,-33.464483,-70.58866882,Avda. Grecia 4000,363,POINT (-70.58866882324219 -33.46448135375977),910000002,9100,false
289,-27.3839,-70.30779,Los Carrera 2999,31,POINT (-70.30779 -27.3839),41800001,418,false
290,-27.37508,-70.31282806,Jacinto Ochoa 0,31,POINT (-70.31282806396484 -27.37508010864258),41800002,418,false
333,-28.57663,-70.75614,Merced 1299,35,POINT (-70.75614 -28.57663),47800001,478,false
334,-28.57663,-70.756142,Merced 1210,35,POINT (-70.756142 -28.57653),47800002,478,false
346,-28.46293,-71.22773,Pedro De Valdivia 347,37,POINT (-71.22773 -28.46293),49200001,492,false
347,-28.46293,-71.22773,Pedro De Valdivia 340,37,POINT (-71.22773 -28.462831),49200002,492,false
827,-32.25119,-70.93153,Silva 615,61,POINT (-70.93153 -32.25119),116400001,1164,false
828,-32.25119,-70.931534,Manuel Montt 640,61,POINT (-70.931534 -32.251091),116400002,1164,false
864,-32.82576,-70.61153,San Rafael 1450 S/n,66,POINT (-70.61153 -32.82576),121300001,1213,false
865,-32.82794,-70.61366272,Hermano Aquilino 1957,66,POINT (-70.61366271972656 -32.82794189453125),121300002,1213,false
869,-32.84069,-70.59871,Brasil 260,66,POINT (-70.59871 -32.84069),121700001,1217,false
870,-32.84518,-70.59831238,Los Morenos 716,66,POINT (-70.59831237792969 -32.84518051147461),121700003,1217,false
926,-32.74759,-70.72527,Carlos Condell 761,67,POINT (-70.72527 -32.74759),129200001,1292,false
927,-32.74906,-70.72901154,Arturo Prat 531,67,POINT (-70.72901153564453 -32.74906158447266),129200002,1292,false
969,-32.778649,-70.96374,B.garcia Huidobro S/n Lado Plaza Catemu S/n,76,POINT (-70.96374 -32.778649),135200001,1352,false
970,-32.7743,-70.96443176,Villa El Sol Pasaje El Sauce 0,76,POINT (-70.96443176269531 -32.77429962158203),135200002,1352,false
987,-32.88803945,-71.2452538,Pedro De Valdivia 951,77,POINT (-71.2452538 -32.88803945),137100001,1371,false
988,-32.890117,-71.24640656,Freire 1119,77,POINT (-71.24640655517578 -32.89011764526367),137100002,1371,false
1071,-32.99534,-71.18492,Pasaje Javiera Carrera 4946,84,POINT (-71.18492 -32.99534),150000001,1500,false
1072,-33.00046,-71.20332336,Av. Eastman 3391,84,POINT (-71.20332336425781 -33.00046157836914),150000002,1500,false
1093,-33.0320518,-71.637138,Levarte 159  Playa Ancha Valparaiso 159,85,POINT (-71.637138 -33.032051),152500001,1525,false
1094,-33.02948,-71.6344986,Patricio Lynch 220,85,POINT (-71.6344985961914 -33.02947998046875),152500002,1525,false
1128,-33.03461,-71.64109,Los Pellines 71 Playa Ancha S/n,85,POINT (-71.64109 -33.03461),158200001,1582,false
1129,-33.0348224,-71.64180756,Pissis 655,85,POINT (-71.64180755615234 -33.03482055664063),158200003,1582,false
1149,-33.04657,-71.59655,Leonardo Murialdo (ex-aquiles) 450.,85,POINT (-71.59655 -33.04657),160400001,1604,false
1150,-33.04668,-71.59633636,Wheelwright 1138,85,POINT (-71.5963363647461 -33.04668045043945),160400002,1604,false
1170,-33.04872,-71.62529,Guillermo Rivera 440,85,POINT (-71.62529 -33.04872),165700001,1657,false
1171,-33.04862,-71.62528229,Guillermo Rivera 465,85,POINT (-71.62528228759766 -33.04861831665039),165700002,1657,false
1272,-33.04632,-71.56127,Chile Sur 401 Nueva Aurora S/n,86,POINT (-71.56127 -33.04632),184200001,1842,false
1273,-33.04583,-71.56501007,Chile Sur 321,86,POINT (-71.56501007080078 -33.04582977294922),184200002,1842,false
1283,-32.78156,-71.52862,Avenida Francia 1490,88,POINT (-71.52862 -32.78156),185900001,1859,false
1284,-32.78156,-71.528618,Gregorio Arrieta 246,88,POINT (-71.528618 -32.78146),185900002,1859,false
1285,-32.78314,-71.53115,General Baquedano 1547,88,POINT (-71.53115 -32.78314),186000001,1860,false
1286,-32.78308,-71.53117371,Alonso De Quintero 475,88,POINT (-71.53117370605469 -32.7830810546875),186000002,1860,false
1322,-33.04802,-71.40135193,Ramon Angel Jara 185,87,POINT (-71.40135192871094 -33.04801940917969),190900002,1909,false
1323,-33.04803,-71.40084839,Pedro De Valdivia 115,87,POINT (-71.40084838867188 -33.04803085327148),190900003,1909,false
1327,-33.04616,-71.43291,Bilbao 1448,87,POINT (-71.43291 -33.04616),191900001,1919,false
1328,-33.04517,-71.43335724,Lautaro 659,87,POINT (-71.43335723876953 -33.04516983032227),191900002,1919,false
1337,-33.04513,-71.40877,Maria Isabel Nº 892 Belloto Centro S/n,87,POINT (-71.40877 -33.04513),194100001,1941,false
1338,-33.04513,-71.408768,San Marino 950,87,POINT (-71.408768 -33.045033),194100002,1941,false
1346,-33.04782,-71.37962,Almirante Neff 655 -  Porvenir 1135 S/n,90,POINT (-71.37962 -33.04782),196700001,1967,false
1347,-33.0478,-71.37962341,Porvenir 1135,90,POINT (-71.37962341308594 -33.04779815673828),196700002,1967,false
1355,-33.04507,-71.38047,Santa Ana 51,90,POINT (-71.38047 -33.04507),197700001,1977,false
1356,-33.04675,-71.3742218,Maturana 201,90,POINT (-71.37422180175781 -33.04674911499023),197700002,1977,false
1357,-33.0435,-71.37336731,Santiago 636,90,POINT (-71.37336730957031 -33.04349899291992),197700003,1977,false
1374,-33.57589,-71.61191,Camilo Henríquez 230,94,POINT (-71.61191 -33.57589),201400001,2014,false
1375,-33.57578,-71.61508942,Manuel Bulnes 1030,94,POINT (-71.6150894165039 -33.57577896118164),201400002,2014,false
1558,-34.38385,-70.84543,Arturo Prat 3122,110,POINT (-70.84543 -34.38385),230000001,2300,false
1559,-34.38385,-70.845428,Chorrillos 150,110,POINT (-70.845428 -34.383751),230000002,2300,false
1572,-34.35322,-70.96538,Jaime Barrientos Soto 303,112,POINT (-70.96538 -34.35322),231900001,2319,false
1573,-34.35408,-70.96585846,Avenida German Castro 151,112,POINT (-70.96585845947266 -34.35408020019531),231900002,2319,false
1666,-34.578,-70.98842,Manso De Velasco 465,121,POINT (-70.98842 -34.578),245300001,2453,false
1667,-34.578,-70.988419,Manso De Velasco 467,121,POINT (-70.988419 -34.5779),245300002,2453,false
1668,-34.58216,-70.98762,Valdivia 1012,121,POINT (-70.98762 -34.58216),245400001,2454,false
1669,-34.57923,-70.98960114,Olegario Lazo 1174,121,POINT (-70.9896011352539 -34.57923126220703),245400002,2454,false
1883,-34.871919,-71.160538,Lautaro 390,141,POINT (-71.160538 -34.871918),279500001,2795,false
1884,-34.872,-71.16648865,Villa Cordillera Los Libertadores 398,141,POINT (-71.16648864746094 -34.87200164794922),279500002,2795,false
5978,-33.54051,-70.655274,Trinidad Ramirez 750,377,POINT (-70.655274 -33.54051),973000001,9730,false
2020,-35.43111,-71.64578,14 Oriente 3 Sur 895,150,POINT (-71.64578 -35.43111),299100001,2991,false
2021,-35.43083,-71.64630127,Cinco Sur 12 Y 13 Oriente 1926,150,POINT (-71.64630126953125 -35.43082809448242),299100002,2991,false
2025,-35.43006,-71.66308,3 Oriente 857,150,POINT (-71.66308 -35.43006),299500001,2995,false
2026,-35.43161,-71.66291046,3 Oriente 744,150,POINT (-71.66291046142578 -35.43161010742188),299500002,2995,false
2032,-35.42855,-71.66071,2 Sur 1147,150,POINT (-71.66071 -35.42855),300600001,3006,false
2033,-35.41935,-71.64956665,11 Oriente 6 Y 7 Norte 1751,150,POINT (-71.64956665039062 -35.41934967041016),300600002,3006,false
2037,-35.42911,-71.66306,3 Oriente 941,150,POINT (-71.66306 -35.42911),301300001,3013,false
2038,-35.42965,-71.66356659,3 Sur 946,150,POINT (-71.66356658935547 -35.42964935302734),301300002,3013,false
2118,-35.38783,-71.809967,Fernando Parot Silva  Pencahue N° 225http,157,POINT (-71.809967 -35.387829),313800001,3138,false
2119,-35.38783,-71.809967,Camino Talca - Curepto Ruta K60 Km 17 0,157,POINT (-71.809967 -35.38773),313800002,3138,false
2220,-35.86067,-71.58746,Avenida Esfuerzo 1528,161,POINT (-71.58746 -35.86067),329700001,3297,false
2221,-35.86067,-71.587463,Avenida El Almendro 293,161,POINT (-71.587463 -35.860569),329700002,3297,false
2227,-35.84888,-71.60031,Valentin Letelier 339/286,161,POINT (-71.60031 -35.84888),330300001,3303,false
2228,-35.84833,-71.59918213,Valentin Letelier 286,161,POINT (-71.59918212890625 -35.84833145141602),330300002,3303,false
2234,-35.74913,-71.58562,Centenario 12,162,POINT (-71.58562 -35.74913),331300001,3313,false
2235,-35.7471,-71.57939911,Avenida 27 Abril 0,162,POINT (-71.57939910888672 -35.74710083007813),331300002,3313,false
2452,-36.60401,-72.11679,Avda. Sepulveda Bustos 290,175,POINT (-72.11679 -36.60401),366200001,3662,false
2453,-36.606898,-72.12773132,Antártica Chilena 549,175,POINT (-72.12773132324219 -36.60689926147461),366200002,3662,false
2584,-36.79892,-72.03109,Manuel Jesus Ortiz 497,183,POINT (-72.03109 -36.79892),388600001,3886,false
2585,-36.79929,-72.02990723,Avda. Manuel Jesús Ortiz 547,183,POINT (-72.0299072265625 -36.79928970336914),388600002,3886,false
2645,-36.74309,-72.29907,Calle Carlos Palacios 488 488,187,POINT (-72.29907 -36.74309),397700001,3977,false
2646,-36.74219,-72.30097961,Carlos Palacios 640,187,POINT (-72.30097961425781 -36.74219131469727),397700002,3977,false
2740,-36.50431,-72.21866,Balmaceda 462,177,POINT (-72.21866 -36.50431),414000001,4140,false
2741,-36.5025,-72.21482086,Ohiggins 190,177,POINT (-72.2148208618164 -36.50249862670898),414000003,4140,false
2751,-37.47264,-72.34623,Avenida Ricardo Vicuna 0180,199,POINT (-72.34623 -37.47264),416200001,4162,false
2752,-37.47121,-72.34942627,Calle Almagro 237,199,POINT (-72.34942626953125 -37.47121047973633),416200002,4162,false
2833,-37.03065467,-72.396545,Los Jazmines  Población Ignacio Carrera Pinto 200,192,POINT (-72.396545 -37.030655),430700003,4307,false
2921,-37.58382,-72.53228,Emilio Serrano 02 S/n,208,POINT (-72.53228 -37.58382),444600001,4446,false
2922,-37.58382,-72.53228,Camino Antiguo 0,208,POINT (-72.53228 -37.583721),444600002,4446,false
2949,-37.27878,-72.71321,Baquedano 273,200,POINT (-72.71321 -37.27878),448300001,4483,false
2950,-37.266,-72.71019745,Avenida Los Ríos 800,200,POINT (-72.71019744873047 -37.26599884033203),448300002,4483,false
3056,-36.827337,-73.055046,Freire 240,213,POINT (-73.055046 -36.827337),465500001,4655,false
3057,-36.82556,-73.05647278,Angol 780,213,POINT (-73.05647277832031 -36.8255615234375),465500002,4655,false
3058,-36.81908,-73.04680634,Rozas 1166,213,POINT (-73.04680633544922 -36.8190803527832),465500003,4655,false
3068,-36.92237,-73.02969,Cochrane 567,215,POINT (-73.02969 -36.92237),466700001,4667,false
3069,-36.92336,-73.02752686,Los Carreras 481,215,POINT (-73.02752685546875 -36.92335891723633),466700002,4667,false
3139,-36.78452,-73.09733,Finlandia 856,216,POINT (-73.09733 -36.78452),478200001,4782,false
3315,-37.60865,-73.65749,Mackay 544,226,POINT (-73.65749 -37.60865),502600001,5026,false
3316,-37.60977,-73.65666962,Perez/freire 0,226,POINT (-73.65666961669922 -37.60977172851563),502600002,5026,false
3382,-37.67397,-73.39428,Calle Arturo Prat S7n Y Diego De Almagro 410 Antihuala 410,229,POINT (-73.39428 -37.67397),511300001,5113,false
3384,-37.6739,-73.39421082,Arturo Prat 0,229,POINT (-73.39421081542969 -37.67390060424805),511300003,5113,false
3507,-37.95193,-72.44423,Eberhard 251  /  T1 6 Aulas Calle Avda. Saavedra Sur Collipulli 251,237,POINT (-72.44423 -37.95193),531500001,5315,false
3508,-37.95156,-72.44387054,Lynch 208,237,POINT (-72.4438705444336 -37.95156097412109),531500002,5315,false
3509,-37.95086,-72.44442749,Saavedra Sur 82,237,POINT (-72.44442749023438 -37.95085906982422),531500003,5315,false
3977,-39.31382,-72.22632,"Sector Llau-llau,entrada A Conquil./local Anexo S/n",255,POINT (-72.22632 -39.31382),613500001,6135,false
3978,-39.31367,-72.2265625,Km 2 Camino Vca A Lican Ray. Entrada A Cónquil. 0,255,POINT (-72.2265625 -39.31367111206055),613500002,6135,false
3994,-38.952548,-72.62613,Puren 121,260,POINT (-72.62613 -38.95256),616400001,6164,false
3995,-38.95779,-72.62673187,14 De Julio 766,260,POINT (-72.6267318725586 -38.95779037475586),616400002,6164,false
4009,-38.95399,-72.62611,Avenida Schleyer 525,260,POINT (-72.62611 -38.95399),618800001,6188,false
4010,-38.9532,-72.62857056,Lautaro 28,260,POINT (-72.62857055664062 -38.95320129394531),618800002,6188,false
4080,-39.36924,-72.63172,Barrros Arana 539,259,POINT (-72.63172 -39.36924),633600001,6336,false
4081,-39.36901,-72.63278198,Bulnes 151,259,POINT (-72.63278198242188 -39.36901092529297),633600002,6336,false
4171,-38.71064,-73.15563,M.montt 195,267,POINT (-73.15563 -38.71064),650100001,6501,false
4172,-38.71032,-73.15734863,Bulnes 250,267,POINT (-73.1573486328125 -38.71031951904297),650100002,6501,false
5313,-53.141804,-70.903693,Ovejero 0265,335,POINT (-70.903693 -53.141804),844200001,8442,false
5314,-53.16264,-70.90086365,Jorge Montt 0,335,POINT (-70.90086364746094 -53.16263961791992),844200002,8442,false
5321,-53.15497,-70.90289,Maipu 615,335,POINT (-70.90289 -53.15497),845400001,8454,false
5322,-53.14911,-70.9046936,Romulo Correa 247,335,POINT (-70.90469360351562 -53.14910888671875),845400002,8454,false
6042,-33.50527,-70.75174,Capellan Benavides 2321,352,POINT (-70.75174 -33.50527),986300001,9863,false
6044,-33.49896,-70.73098,Calle Dr. Luis Vargas Salcedo 1720,354,POINT (-70.73098 -33.49896),986500001,9865,false
5425,-33.45218,-70.64254761,San Isidro 618,345,POINT (-70.64254760742188 -33.45217895507813),862700002,8627,false
5443,-33.47533,-70.64971,Nataniel Cox 2263,345,POINT (-70.64971 -33.47533),866300001,8663,false
5444,-33.47495,-70.64940643,Nataniel Cox 2235,345,POINT (-70.64940643310547 -33.47494888305664),866300002,8663,false
5461,-33.40644,-70.65271,Av. Mexico 956 956,348,POINT (-70.65271 -33.40665),870600001,8706,false
5462,-33.40296,-70.65244293,El Roble 990,348,POINT (-70.6524429321289 -33.40296173095703),870600002,8706,false
5474,-33.4366807,-70.66975,Garcia Reyes 734,345,POINT (-70.66975 -33.4366807),873900001,8739,false
5475,-33.436845,-70.6697464,Capuchinos 635,345,POINT (-70.66974639892578 -33.43684387207031),873900002,8739,false
5481,-33.45192,-70.669609,Avenida Espana 226,345,POINT (-70.669609 -33.451878),875600001,8756,false
5609,-33.46238,-70.558,Avenida Jose Arrieta 6870,370,POINT (-70.558 -33.46238),903600001,9036,false
5677,-33.50336,-70.57848,Nevado Tres Cruces 5500,373,POINT (-70.57848 -33.50336),915800001,9158,false
5678,-33.50453,-70.57655334,Los Mares 5690,373,POINT (-70.57655334472656 -33.50453186035156),915800002,9158,false
5733,-33.51932,-70.60133,Cabildo 160,359,POINT (-70.60133 -33.51932),928300001,9283,false
5734,-33.51337,-70.59986115,Froilán Lagos Sepulveda 1090,359,POINT (-70.59986114501953 -33.51337051391602),928300002,9283,false
5779,-33.55674,-70.59474,General Arriagada 752,359,POINT (-70.59474 -33.55822),937500001,9375,false
5780,-33.55335,-70.59342957,San Jose De La Estrella 603,359,POINT (-70.59342956542969 -33.55350112915039),937500002,9375,false
5835,-33.5010593,-70.6535985,Piramide 1089,374,POINT (-70.6535985 -33.5010593),950400001,9504,false
5836,-33.50102,-70.65194702,Piramide 1011,374,POINT (-70.65194702148438 -33.50101852416992),950400002,9504,false
5837,-33.5009,-70.65300751,Piramide 1050,374,POINT (-70.65300750732422 -33.50090026855469),950400003,9504,false
5838,-33.50072,-70.65444183,Avda. José Miguel Carrera 5181,374,POINT (-70.6544418334961 -33.5007209777832),950400004,9504,false
5865,-33.4934636,-70.6674,Av. La Marina 2025,375,POINT (-70.6674 -33.49311),955600001,9556,false
5866,-33.4939973,-70.6668396,Av. La Marina 2000,375,POINT (-70.66683959960938 -33.49394989013672),955600002,9556,false
5926,-33.51991,-70.63829,Av. Mirador 1674,379,POINT (-70.63829 -33.51991),965900001,9659,false
5927,-33.51991,-70.63829,Mirador 1743,379,POINT (-70.63829 -33.51981),965900002,9659,false
5937,-33.54829,-70.64905,Anibal Zanartu 9567,379,POINT (-70.64905 -33.54829),967300001,9673,false
5938,-33.553377,-70.65013123,Sargento Candelaria 1580 1580,379,POINT (-70.65013122558594 -33.55337524414063),967300002,9673,false
5940,-33.55177,-70.63207,Avenida Santa Rosa 10010,376,POINT (-70.63207 -33.55177),967600001,9676,false
5941,-33.54872,-70.63233185,Baquedano 95,376,POINT (-70.63233184814453 -33.54872131347656),967600002,9676,false
6108,-33.5167282,-70.7749772,Av. El Olimpo 1313 - Rinconada 3120 1313,352,POINT (-70.7749772 -33.5167282),995900001,9959,false
6109,-33.50662,-70.7947998,Camino Rinconada 3120,352,POINT (-70.7947998046875 -33.50661849975586),995900002,9959,false
6117,-33.50287,-70.72675,El Mirador 1441,354,POINT (-70.72675 -33.50287),997900001,9979,false
6118,-33.50242,-70.72609711,Santa Teresita 7558,354,POINT (-70.7260971069336 -33.50241851806641),997900002,9979,false
6147,-33.42471,-70.697624,Nueva Extremadura 4576,351,POINT (-70.697624 -33.424679),1002800002,10028,false
6148,-33.434028,-70.693871,Los Andes 4320,351,POINT (-70.693871 -33.434025),1002800004,10028,false
6212,-33.45381,-70.70763,"Sagitario 5295,anexo Dagoberto Godoy 5859 S/n",381,POINT (-70.70763 -33.45381),1014000001,10140,false
6213,-33.45142,-70.71205902,Dagoberto Godoy 5859,381,POINT (-70.7120590209961 -33.45141983032227),1014000002,10140,false
6215,-33.41942,-70.72914,Hector Ahumada 1981/ Clorinda Silva 1984 1981,382,POINT (-70.72914 -33.41942),1014300001,10143,false
6216,-33.418704,-70.72853851,Clorinda Silva 1987,382,POINT (-70.7285385131836 -33.41870498657227),1014300002,10143,false
6217,-33.418498,-70.72863007,Clorinda Silva 1993,382,POINT (-70.72863006591797 -33.41849899291992),1014300003,10143,false
6292,-33.38221,-70.65911102,Manuel Pavez 1221,360,POINT (-70.65911102294922 -33.38220977783203),1026600002,10266,false
6342,-33.37203,-70.68012,Altona 1723,360,POINT (-70.68012 -33.37203),1035100001,10351,false
6343,-33.37047,-70.68080139,Parque Asunción 1767,360,POINT (-70.68080139160156 -33.37046813964844),1035100002,10351,false
6344,-33.39711,-70.6457,Pedro Donoso Vergara 753,348,POINT (-70.6457 -33.39711),1035200001,10352,false
6345,-33.39711,-70.645699,Emiliano Zapata 675,348,POINT (-70.645699 -33.397011),1035200002,10352,false
6378,-33.20199,-70.67837,Calle Chacabuco 435,387,POINT (-70.67837 -33.20199),1041500001,10415,false
6379,-33.20389,-70.68115234,Avenida Concepción 495,387,POINT (-70.68115234375 -33.20389175415039),1041500002,10415,false
